🇨🇳央视,#genre#
广东卫视,http://hms84nc1972679565.live.aikan.miguvideo.com/wh7f454c46tw2185763872_-64792664/ws_w/gdws/gdws3000/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009114025&ContentId=263541274&timezone=UTC&mtv_session=642aad5f03655e8d2168c8c3c5872284&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=44ebb69f95d9622de09784b18a0dca52
广东卫视,https://angtv.cn/test/bestv.php?id=gdwshd8m/8000000
广东卫视,https://cntv.sbs/tv?auth=2309081833&id=gdws
深圳卫视,https://angtv.cn/test/bestv.php?id=szwshd8m/8000000
深圳卫视,https://cntv.sbs/tv?auth=2309081833&id=szws
深圳卫视,#EXTINF:-1tvg-id="广西卫视" tvg-name="广西卫视" tvg-logo="https://epg.112114.xyz/logo/广西卫视.png" group-title="卫视"广西卫视 
广西卫视,http://220.231.188.200:8089/hls/50/index.m3u8
广西卫视,https://cntv.sbs/tv?auth=2309081833&id=gxws
广西卫视,#EXTINF:-1tvg-id="云南卫视" tvg-name="云南卫视" tvg-logo="https://epg.112114.xyz/logo/云南卫视.png" group-title="卫视"云南卫视
云南卫视,http://220.231.188.200:8089/hls/46/index.m3u8
云南卫视,https://cntv.sbs/tv?auth=2309081833&id=ynws
海南卫视,https://angtv.cn/test/bestv.php?id=hainanwshd8m/8000000
海南卫视,http://220.231.188.200:8089/hls/49/index.m3u8
海南卫视,#EXTINF:-1tvg-id="海南卫视" tvg-name="海南卫视" tvg-logo="https://epg.112114.xyz/logo/海南卫视.png" group-title="卫视"海南卫视
湖北卫视,http://hms84nc1972679565.live.aikan.miguvideo.com/wh7f454c46tw2402625421_-1860003962/migu/kailu/hubeiwshd/57/20220712/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009114402&ContentId=531261978&timezone=UTC&mtv_session=89c2404e8885e8039eae3e44cef6c5c9&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=296993579519267a11cca1321b5cbbb4
湖北卫视,https://angtv.cn/test/bestv.php?id=hubeiws8m/8000000
湖北卫视,http://220.231.188.200:8089/hls/38/index.m3u8
湖北卫视,https://cntv.sbs/tv?auth=2309081833&id=hubws
四川卫视,https://angtv.cn/test/bestv.php?id=scwshd/8000000
四川卫视,http://220.231.188.200:8089/hls/44/index.m3u8
四川卫视,https://cntv.sbs/tv?auth=2309081833&id=scws
贵州卫视,https://angtv.cn/test/bestv.php?id=gzwshd8m/8000000
贵州卫视,https://cntv.sbs/tv?auth=2309081833&id=gzws
黑龙江卫视,https://cntv.sbs/tv?auth=2309081833&id=hljws
辽宁卫视,http://hms164nc1972679572.live.aikan.miguvideo.com/wh7f454c46tw2037367067_-1810017279/wd_r2/ocn/liaoningwshd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=110.184.29.184×tamp=20221009113756&ContentId=265669068&timezone=UTC&mtv_session=7fa2247a64cc14497422a419b5b4caef&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=43229e48adeb60123c16c115e47b197c
辽宁卫视,https://angtv.cn/test/bestv.php?id=lnwshd8m/8000000
辽宁卫视,https://cntv.sbs/tv?auth=2309081833&id=lnws
辽宁卫视,http://220.231.188.200:8089/hls/48/index.m3u8
吉林卫视,https://angtv.cn/test/bestv.php?id=jlwshd8m/8000000
吉林卫视,https://cntv.sbs/tv?auth=2309081833&id=jlws
河北卫视,http://220.231.188.200:8089/hls/41/index.m3u8
河北卫视,https://cntv.sbs/tv?auth=2309081833&id=hbws
山西卫视,#EXTINF:-1 tvg-name="山西卫视" tvg-logo="http://epg.51zmt.top:8000/tb1/ws/shanxi_.png" group-title="卫视"山西卫视
河南卫视,http://220.231.188.200:8089/hls/40/index.m3u8
河南卫视,https://cntv.sbs/tv?auth=2309081833&id=hnws
陕西卫视,https://cntv.sbs/tv?auth=2309081833&id=sxws
内蒙古卫视,https://cntv.sbs/tv?auth=2309081833&id=nmws
甘肃卫视,https://cntv.sbs/tv?auth=2309081833&id=gsws
西藏卫视,https://cntv.sbs/tv?auth=2309081833&id=xzws
兵团卫视,https://cntv.sbs/tv?auth=2309081833&id=btws
🇨🇳4K/8K,#genre#
CCTV16_4K,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001258/1.m3u8
CCTV16 4K,http://live.cooltv.top/tv/aishang.php?id=cctv164k
欢笑剧场 ,https://cntv.sbs/tv?auth=2309081833&id=hxjc
欢笑剧场4K,http://angtv.cn/test/bestv.php?id=hxjc8m/8000000
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
爱自然,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
斗鱼4K,http://epg.112114.xyz/douyu/9249162
斗鱼4K,http://159.75.85.63:35455/douyu/9249162
静态4K测试,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
河南4K试验,http://[2409:8087:4400:20:1:a0f:12:33]:80/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
纯享4K,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225786/2/index.m3u8
爱上4K,http://111.20.40.170/PLTV/88888893/224/3221226352/index.m3u8
欢笑剧场4K,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
Love Nature 4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Love Nature 4K,https://epg.pw/stream/63d67f2a207e6f649f16cdeb7dc9eb190a95de243d54505301b3d4b8861ece58.m3u8
Love Nature 4K,https://epg.pw/stream/9738bfc90d9cd020ee8a9797361cfde7c85528dadd9638913a2dc0114384c687.m3u8
Bloomberg TV+,https://bloomberg-bloombergtv-1-gb.samsung.wurl.com/manifest/playlist.m3u8

🇨🇳CHC,#genre#
CHC动作电影,http://223.151.51.27:85/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240324_1/encoder/0/playlist.m3u8?CONTENTID=00000110240324_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CHC动作电影,http://live.cooltv.top/tv/aishang.php?id=chcdzdy
CHC动作电影 ,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影 ,http://111.20.40.166/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院,http://hms204nc1972679577.live.aikan.miguvideo.com/wh7f454c46tw1541258344_-1438795851/wd_r3/cnr/chcjtyy/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=118.114.235.65×tamp=20230626230329&ContentId=265667645&timezone=UTC&mtv_session=782d2ffd17c15128775937a7711cc483&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=96b879cc4ecee2f8abbba0a34a31b8be
CHC家庭影院,http://111.20.40.166/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭电影,http://111.20.40.171/PLTV/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://221.2.36.34:8888/newlive/live/hls/55/live.m3u8
CHC家庭影院,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CHC家庭影院,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240323_1/encoder/0/playlist.m3u8?CONTENTID=00000110240323_1&&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CHC家庭影院,http://hms2944nc1972666637.live.aikan.miguvideo.com/wh7f454c46tw1587902162_1768667353/wd_r3/cnr/chcjtyy/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=139.198.127.250×tamp=20230816073737&ContentId=265667645&timezone=UTC&mtv_session=1e2626f9fa52e9ed0b3e629dab7d7ad3&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=950d3a482d21f43d77d58540bfd2cbad
CHC高清电影,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240325_1&&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CHC高清电影,http://223.151.51.27:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://zhuji.sdrnwl.cn:9901/tsfile/live/1058_1.m3u8
CHC高清电影,http://111.20.40.170/TVOD/88888893/224/3221226463/index.m3u8?/PLTV/.smil
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC高清电影,http://61.160.152.68/live.aishang.ctlcdn.com/00000110240325_1/encoder/0/playlist.m3u8?CONTENTID=00000110240325_1&AUTHINFO=FABqh274XDn8fkurD5614vXukv%2Bllu6MCULXDoxJ6upZMyB3BTGL8Fz1cBrzuGpUOEVg8724ObgLgS2tj%2FSq8xWZ1p4rvSaCId2u7KLjn%2F46Kf00Xa0UUCbNAV9EWdHyJMhivxx1S8fcvB8Encq%2Br2%2FNnfOdizLLGdg97cAjQVBrJ5ycvSCIUdxWiGJJfFI3hgreSH2tPUplkub%2BeFttIQ%3D%3D&USERTOKEN=OcdSKDHIYJi7z1i4zpgoeOB0O2BhR0KR
CHC高清电影,http://221.2.36.34:8888/newlive/live/hls/57/live.m3u8
CHC高清电影,http://111.20.40.171/PLTV/88888893/224/3221226463/index.m3u8
求索科学,http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索纪录,http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索生活,http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
求索动物,http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8

🇨🇳北京,#genre#
北京IPTV淘精彩,http://qnap.yjnhome.com:4000/udp/239.3.1.178:8001
北京IPTV淘娱乐,http://qnap.yjnhome.com:4000/udp/239.3.1.100:8001
北京IPTV淘剧场,http://qnap.yjnhome.com:4000/udp/239.3.1.95:8001
北京IPTV淘Baby,http://qnap.yjnhome.com:4000/udp/239.3.1.238:8001
北京IPTV淘电影,http://qnap.yjnhome.com:4000/udp/239.3.1.250:8001
北京IPTV 萌宠TV,http://qnap.yjnhome.com:4000/udp/239.3.1.102:8001
🇨🇳上海,#genre#
上海新闻综合,http://58.34.204.67:9901/tsfile/live/1015_1.m3u8
东方卫视,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221225752/1/index.m3u8?fmt=ts2hls
上海教育高清,https://live2018.setv.sh.cn/setv/programme10_ud.m3u8?auth_key=4794048378-0-0-06e60dd476e18047abd3be7701993ee8
上视外语频道,http://jiexi.bulisite.top/bestv.php?id=icshd8m/8000000
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
上海第一财经[百视通],http://jiexi.bulisite.top/bestv.php?id=dycjhd8m/8000000
东方财经,https://live.goodiptv.club/api/cqyx.php?id=dfcj
新视觉,https://live.goodiptv.club/api/bestv.php?id=xsjhd8m/8000000
上视外语频道,http://cntv.dfkj.live/bestv.php?id=jspdhd/4000000
东方影视,http://58.34.204.67:9901/tsfile/live/1016_1.m3u8
五星体育[百视通],http://jiexi.bulisite.top/bestv.php?id=wxtyhd8m/8000000
上海第一财经,http://58.34.204.67:9901/tsfile/live/1018_1.m3u8
上海纪实,http://www.icancloud.top:8888/udp/239.3.1.212:8060$北京联通1
乐游,http://58.34.204.67:9901/tsfile/live/1010_1.m3u8
乐游,http://39.136.18.105/cdnrrs.gz.chinamobile.com/PLTV/88888888/224/3221226221/1/index.m3u8?fmt=ts2hls
哈哈炫动,http://op.nicker.top:3222/udp/239.11.0.64:5140
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
劲爆体育,http://jiexi.bulisite.top/bestv.php?id=jbtyhd8m/8000000
MAX极速汽车,http://183.65.9.200:8888/udp/235.254.197.158:7980
七彩戏剧,http://jiexi.bulisite.top/bestv.php?id=qcxjhd8m/8000000
七彩戏剧,http://jasoncao.asuscomm.com:8888/udp/239.45.0.16:5140$上海电信组播
财富天下,https://cntv.sbs/tv?auth=2309081833&id=cftx
快乐垂钓 ,https://cntv.sbs/tv?auth=2309081833&id=klcd
金鹰纪实 ,https://cntv.sbs/tv?auth=2309081833&id=jyjs
金鹰卡通,https://cntv.sbs/tv?auth=2309081833&id=jykt
劲爆体育,https://cntv.sbs/tv?auth=2309081833&id=jbty
五星体育 ,https://cntv.sbs/tv?auth=2309081833&id=wxty
上视外语 ,http://jiexi.bulisite.top/bestv.php?id=icshd8m/8000000
七彩戏剧 ,https://cntv.sbs/tv?auth=2309081833&id=qcxj
上海教育 ,https://cntv.sbs/tv?auth=2309081833&id=shjy
新视觉 ,https://cntv.sbs/tv?auth=2309081833&id=xsj
游戏风云 ,https://cntv.sbs/tv?auth=2309081833&id=yxfy
哈哈炫动,https://cntv.sbs/tv?auth=2309081833&id=hhxd
嘉佳卡通,https://cntv.sbs/tv?auth=2309081833&id=jjk
茶频道 ,https://cntv.sbs/tv?auth=2309081833&id=cpd
东方财经 ,https://cntv.sbs/tv?auth=2309081833&id=dfcj
都市剧场 ,https://cntv.sbs/tv?auth=2309081833&id=dsjc
动漫秀场,https://cntv.sbs/tv?auth=2309081833&id=dmxc
法治天地,https://cntv.sbs/tv?auth=2309081833&id=fztd
金色学堂 ,https://cntv.sbs/tv?auth=2309081833&id=jspd
乐游,https://cntv.sbs/tv?auth=2309081833&id=qjs
魅力足球 ,https://cntv.sbs/tv?auth=2309081833&id=mlzq
求索科学,http://39.135.7.132:6610/000000001000/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
服装时尚,http://player2.juyun.tv/camera/80238159.m3u8

🇨🇳江西,#genre#

江西卫视,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv1.m3u8
江西都市,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv2.m3u8
江西经济生活,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv3_hd.m3u8
江西影视旅游,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv4.m3u8
江西公共农业,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv5.m3u8
江西少儿,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv6.m3u8
江西新闻,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv7.m3u8
江西移动,http://server96553e-live.jxtvcn.com.cn/showto/tv_jxtv8.m3u8
风尚购物,http://server96553e-live.jxtvcn.com.cn/showto/tv_fsgw.m3u8

🇨🇳广东,#genre#
深圳卫视,http://220.231.188.200:8089/hls/2/index.m3u8
深圳都市频道,http://220.231.188.200:8089/hls/20/index.m3u8
深圳娱乐频道,http://220.231.188.200:8089/hls/23/index.m3u8
深圳财经生活,http://220.231.188.200:8089/hls/22/index.m3u8
深圳小少频道,http://220.231.188.200:8089/hls/25/index.m3u8
深圳体育健康,http://220.231.188.200:8089/hls/24/index.m3u8
深圳电视剧频道,http://220.231.188.200:8089/hls/21/index.m3u8
嘉仕卡通,http://220.231.188.200:8089/hls/27/index.m3u8
广东珠江,http://220.231.188.200:8089/hls/29/index.m3u8
深圳公共频道,http://220.231.188.200:8089/hls/26/index.m3u8
广东4K超高清,http://220.231.188.200:8089/hls/30/index.m3u8
广东卫视,http://220.231.188.200:8089/hls/28/index.m3u8
广东影视,http://220.231.188.200:8089/hls/32/index.m3u8
大湾区卫视,http://220.231.188.200:8089/hls/31/index.m3u8

🇨🇳浙江,#genre#
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江国际,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江教科影视,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
浙江影视 ,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
浙江新闻,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
浙江数码时代,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
浙江民生休闲,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江经济生活,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江钱江频道,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江留学,http://hw-m-l.cztv.com/channels/lantian/channel09/1080p.m3u8
宁波新闻综合频道高清NBTV-1,http://www.372583307.top:4022/udp/233.50.201.168:5140
宁波经济生活频道高清NBTV-2,http://www.372583307.top:4022/udp/233.50.201.178:5140
宁波都市文体频道高清NBTV-3,http://www.372583307.top:4022/udp/233.50.201.179:5140
宁波影视频道高清NBTV-4,http://www.372583307.top:4022/udp/233.50.201.180:5140
宁波少儿频道高清NBTV-5,http://www.372583307.top:4022/udp/233.50.201.181:5140
象山電視臺,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
NBTV-1,http://v2.91kds.cn/b9/zjnbtv.m3u8?fmt=hls&id=zjnbtv1&auth=rinimabi
NBTV-2,http://v2.91kds.cn/b9/zjnbtv.m3u8?fmt=hls&id=zjnbtv2&auth=rinimabi
NBTV-3,http://v2.91kds.cn/b9/zjnbtv.m3u8?fmt=hls&id=zjnbtv3&auth=rinimabi
NBTV-4,http://v2.91kds.cn/b9/zjnbtv.m3u8?fmt=hls&id=zjnbtv4&auth=rinimabi
NBTV-5,http://v2.91kds.cn/b9/zjnbtv.m3u8?fmt=hls&id=zjnbtv5&auth=rinimabi
NBTV-1,http://183.129.242.178:3333/tsfile/live/1010_1.m3u8
NBTV-2,http://183.129.242.178:3333/tsfile/live/1011_1.m3u8
NBTV-3,http://183.129.242.178:3333/tsfile/live/1012_1.m3u8
NBTV-4,http://183.129.242.178:3333/tsfile/live/1013_1.m3u8
NBTV-5,http://183.129.242.178:3333/tsfile/live/1014_1.m3u8
鄞州1,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090843.m3u8
鄞州2,http://pili-publish.yzxw.newaircloud.com/newaircloud-yzxw/yzxw_20190925090936.m3u8
宁波新闻综合,http://live1.cloud.nbtv.cn/44dcc3310dcf4278827317c77e87bac5/h264_500k_ts/index.m3u8?type=fiv2hls_m3u8
宁波新闻综合,http://live1.cloud.nbtv.cn/live/44dcc3310dcf4278827317c77e87bac5?fmt=h264_500k_flv&trs=hls_ts
宁波经济生活,http://live1.cloud.nbtv.cn/98ef9dc4eb1a4259b7764ffc4a3ab241/h264_500k_ts/index.m3u8?type=fiv2hls_m3u8
宁波经济生活,http://live1.cloud.nbtv.cn/live/98ef9dc4eb1a4259b7764ffc4a3ab241?fmt=h264_500k_flv&trs=hls_ts
宁波文化娱乐,http://live1.cloud.nbtv.cn/5864a1066e4d4754a0572768c9080e47/h264_500k_ts/index.m3u8?type=fiv2hls_m3u8
宁波文化娱乐,http://live1.cloud.nbtv.cn/live/5864a1066e4d4754a0572768c9080e47?fmt=h264_500k_flv&trs=hls_ts
宁波影视,http://live1.cloud.nbtv.cn/e8370b0010ca4d15af9d81c7ce10f6da/h264_500k_ts/index.m3u8?type=fiv2hls_m3u8
宁波影视,http://live1.cloud.nbtv.cn/live/e8370b0010ca4d15af9d81c7ce10f6da?fmt=h264_500k_flv&trs=hls_ts
宁波少儿,http://live1.cloud.nbtv.cn/f9af570c981c4c618f919ea91b93966f/h264_500k_ts/index.m3u8?type=fiv2hls_m3u8
宁波少儿,http://live1.cloud.nbtv.cn/live/f9af570c981c4c618f919ea91b93966f?fmt=h264_500k_flv&trs=hls_ts
宁波教育科技,http://149.129.100.78/ningbo.php?id=6
宁波教育科技,http://live1.cloud.nbtv.cn/85c706b2820d454495352f9f3e77f86a/h264_500k_ts/index.m3u8?type=fiv2hls_m3u8
宁波教育科技,http://live1.cloud.nbtv.cn/live/85c706b2820d454495352f9f3e77f86af?fmt=h264_500k_flv&trs=hls_ts
奉化新闻综合,http://live1.fhtv.net.cn/zhzb/sd/live.m3u8
奉化生活娱乐,https://live1.fhtv.net.cn/shys/sd/live.m3u8
余姚新闻综合,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
宁波象山综合,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波北仑综合,https://pili-live-hls.blnews.com.cn:443/blnews/tv3124-1559618549.m3u8
镇海综合频道,http://pluslive.zhxww.net/channel1/sd/live.m3u8
北仑电视台,http://play-sh.quklive.com/live/1626327731714170.m3u8
舟山公共生活,http://live1.plus.wifizs.cn/ggsh/sd/live.m3u8?zzhed
舟山群岛旅游,http://live1.plus.wifizs.cn/qdly/sd/live.m3u8?zzhed
舟山新闻综合,http://live1.plus.wifizs.cn/xwzh/sd/live.m3u8?zzhed
舟山-普陀综合,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
杭州-桐庐综合,http://livetongl.chinamcache.com/live/tlzb01.m3u8?txSecret=0e344d60c8f0ce16b57102ae81d10d6a&txTime=5fd316c1
杭州综合,http://www.372583307.top:4022/udp/233.50.201.173:5140
杭州综合频道,http://www.372583307.top:4022/udp/233.50.201.173:5140
杭州明珠频道,http://www.372583307.top:4022/udp/233.50.201.174:5140
杭州生活频道,http://www.372583307.top:4022/udp/233.50.201.175:5140
杭州影视频道,http://www.372583307.top:4022/udp/233.50.201.176:5140
杭州青少体育,http://www.372583307.top:4022/udp/233.50.201.177:5140
开化新闻频道,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
衢州龙游综合,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州龙游生活,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
衢州衢江综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
衢州常山综合,https://hlsv2.quklive.com/live/1621306190044902/index.m3u8
衢州江山综合,http://pili-live-hls.qzjs.21js.com/21js-qz/live609-0.m3u8
杭州综合,http://112.17.40.247/PLTV/88888888/224/3221229307/index.m3u8
杭州综合,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2809529842_-2070680032/PLTV/88888888/224/3221229307/index.m3u8
杭州明珠,http://112.17.40.247/PLTV/88888888/224/3221229310/index.m3u8
杭州明珠,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2832762804_-1734620123/PLTV/88888888/224/3221229310/index.m3u8
杭州生活,http://117.148.179.179/PLTV/88888888/224/3221229313/index.m3u8
杭州生活,http://hms363nc1880172761.live.aikan.miguvideo.com/wh7f454c46tw2848313566_-100055911/PLTV/88888888/224/3221229313/index.m3u8?icpid=88888888&RTS=1598860258&from=12&hms_devid=363&prioritypopid=12&online=1598860258
杭州影视,http://117.148.179.179/PLTV/88888888/224/3221229377/index.m3u8
杭州影视,http://live.hoolo.tv/hztv4/sd/live.m3u8
杭州青少体育,http://117.148.179.179/PLTV/88888888/224/3221229316/index.m3u8
杭州青少体育,http://live.hoolo.tv/hztv5/sd/live.m3u8
萧山新闻综合,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
富阳新闻综合,http://34666.hlsplay.aodianyun.com/tv_radio_34666/tv_channel_1181.m3u8
杭州余杭综合,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
绍兴新闻综合,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8
绍兴文化影视,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴柯桥综合,http://live.scbtv.cn/hls/news/index.m3u8
绍兴柯桥时尚台,http://live.scbtv.cn/hls/qfc/index.m3u8
嵊州新闻综合,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞经济文化,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
新昌新闻综合,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌休闲影视,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
舟山公共生活,http://live.wifizs.cn/ggsh/sd/live.m3u8
舟山新闻综合,http://live.wifizs.cn/xwzh/sd/live.m3u8
